,CountryName,Date,C1_School closing,C1_Flag_1,C1_Flag_2,C2_Workplace closing,C2_Flag_1,C2_Flag_2,C3_Cancel public events,C3_Flag_1,C3_Flag_2,C4_Restrictions on gatherings,C4_Flag_1,C4_Flag_2,C5_Close public transport,C5_Flag_1,C5_Flag_2,C6_Stay at home requirements,C6_Flag_1,C6_Flag_2,C7_Restrictions on internal movement,C7_Flag_1,C7_Flag_2,E1_Income support,E1_Flag_1,E1_Flag_2,ConfirmedCases,ConfirmedDeaths,StringencyIndex,New Cases,Dead Cases,casesPmillion,deathsPmillion,Flag 1,Flag 2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
39,Colombia,2/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,,,,,,
40,Colombia,2/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,,,,,,
41,Colombia,2/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,,,,,,
42,Colombia,2/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,,,,,,
43,Colombia,2/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,,,,,,
44,Colombia,2/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,,,,,,
45,Colombia,2/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,,,,,,
46,Colombia,2/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,4,5,-5,1,7,1
47,Colombia,2/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,0,5,-5,-1,1,2
48,Colombia,2/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,,3,-4,6,15,-1
49,Colombia,2/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,-3,1,-3,10,17,-1
50,Colombia,2/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,-5,-5,-5,6,13,-2
51,Colombia,2/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,-5,-4,-6,2,7,-1
52,Colombia,2/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,-2,-1,-6,8,13,-1
53,Colombia,2/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,-2,-2,-8,2,4,0
54,Colombia,2/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,1,0,-7,-4,-11,-5,-2,2
55,Colombia,2/24/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,-7,-4,-9,6,11,0
56,Colombia,2/25/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,-8,-5,-9,8,13,0
57,Colombia,2/26/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,-6,-5,-5,7,13,-2
58,Colombia,2/27/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,-5,-2,-6,4,13,-2
59,Colombia,2/28/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,3,7,-4,10,20,-3
60,Colombia,2/29/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,8,11,-2,8,10,-1
61,Colombia,3/1/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,5,13,-2,4,3,1
62,Colombia,3/2/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,2,8,-4,12,17,-2
63,Colombia,3/3/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,0,7,-3,15,19,-2
64,Colombia,3/4/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,-1,2,-2,9,15,-2
65,Colombia,3/5/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,1,0,-1,4,-1,9,14,-2
66,Colombia,3/6/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.04,1,0,0.021702874,0,1,0,1,4,-3,12,21,-3
67,Colombia,3/7/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.04,0,0,0,0,1,0,3,5,-4,4,10,0
68,Colombia,3/8/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.04,0,0,0,0,1,0,6,5,-3,1,4,1
69,Colombia,3/9/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.81,0,0,0,0,1,0,-5,-1,-9,8,16,-1
70,Colombia,3/10/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14.81,2,0,0.043405748,0,1,0,-7,-2,-9,13,18,-1
71,Colombia,3/11/2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14.81,6,0,0.130217245,0,1,0,-8,-3,-7,8,14,-2
72,Colombia,3/12/2020,0,0,0,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,34.26,0,0,0,0,1,0,-9,-1,-8,3,13,-1
73,Colombia,3/13/2020,0,0,0,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,34.26,4,0,0.086811497,0,1,0,-6,2,-11,4,18,-1
74,Colombia,3/14/2020,0,0,0,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,34.26,9,0,0.195325867,0,1,0,-5,7,-10,-4,8,1
75,Colombia,3/15/2020,0,0,0,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34.26,12,0,0.26043449,0,1,0,-14,9,-16,-11,1,4
76,Colombia,3/16/2020,3,0,1,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,45.37,20,0,0.434057455,0,1,0,-15,12,-18,-14,-3,5
77,Colombia,3/17/2020,3,0,1,1,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,50.93,11,0,0.238731616,0,1,0,-23,13,-20,-19,-11,9
78,Colombia,3/18/2020,3,0,1,1,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,50.93,28,0,0.607680477,0,1,0,-29,8,-24,-27,-20,11
79,Colombia,3/19/2020,3,0,1,1,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,50.93,9,0,0.195325867,0,1,0,-31,7,-25,-29,-24,11
80,Colombia,3/20/2020,3,0,1,1,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,50.93,26,0,0.564274728,0,1,0,-62,-29,-51,-63,-47,25
81,Colombia,3/21/2020,3,0,1,1,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,50.93,68,0,1.475795443,0,1,0,-83,-55,-75,-78,-65,30
82,Colombia,3/22/2020,3,0,1,1,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,231,2,50.93,35,2,0.759600596,0.043405748,1,0,-85,-64,-79,-77,-55,25
83,Colombia,3/23/2020,3,0,1,1,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,277,3,53.7,46,1,0.998332212,0.021702874,1,0,-86,-66,-77,-84,-82,37
84,Colombia,3/24/2020,3,0,1,1,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,378,3,53.7,101,0,2.191990234,0,1,0,-71,-41,-60,-65,-62,28
85,Colombia,3/25/2020,3,0,1,3,0,1,2,0,1,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,470,4,87.96,92,1,1.996664423,0.021702874,1,1,-83,-64,-75,-80,-75,35
86,Colombia,3/26/2020,3,0,1,3,0,1,2,0,1,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,491,6,87.96,21,2,0.455760329,0.043405748,1,1,-82,-61,-74,-80,-75,35
87,Colombia,3/27/2020,3,0,1,3,0,1,2,0,1,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,539,6,87.96,48,0,1.04173796,0,1,1,-82,-59,-74,-80,-73,38
88,Colombia,3/28/2020,3,0,1,3,0,1,2,0,1,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,608,6,87.96,69,0,1.497498261,0,1,1,-84,-61,-76,-80,-68,31
89,Colombia,3/29/2020,3,0,1,3,0,1,2,0,1,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,702,10,87.96,94,4,2.040070058,0.086811497,1,1,-86,-68,-80,-82,-58,26
90,Colombia,3/30/2020,3,0,1,3,0,1,2,0,1,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,798,12,87.96,96,2,2.08347592,0.043405748,1,1,-79,-56,-71,-79,-73,34
91,Colombia,3/31/2020,3,0,1,3,0,1,2,0,1,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,906,16,87.96,108,4,2.34391041,0.086811497,1,1,-78,-52,-69,-78,-72,34
92,Colombia,4/1/2020,3,0,1,3,0,1,2,0,1,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,1065,17,87.96,159,1,3.450756822,0.021702874,1,1,-78,-53,-69,-78,-73,33
93,Colombia,4/2/2020,3,0,1,3,0,1,2,0,1,3,1,0,1,1,0,2,1,0,2,1,0,0,0,0,1161,19,87.96,96,2,2.08347592,0.043405748,1,1,-78,-51,-68,-78,-73,34
