0,CountryName,Date,C1_School closing,C1_Flag_1,C1_Flag_2,C2_Workplace closing,C2_Flag_1,C2_Flag_2,C3_Cancel public events,C3_Flag_1,C3_Flag_2,C4_Restrictions on gatherings,C4_Flag_1,C4_Flag_2,C5_Close public transport,C5_Flag_1,C5_Flag_2,C6_Stay at home requirements,C6_Flag_1,C6_Flag_2,C7_Restrictions on internal movement,C7_Flag_1,C7_Flag_2,E1_Income support,E1_Flag_1,E1_Flag_2,ConfirmedCases,ConfirmedDeaths,StringencyIndex
6422,Germany,1/4/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6423,Germany,1/5/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6424,Germany,1/6/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6425,Germany,1/7/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6426,Germany,1/8/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6427,Germany,1/9/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6428,Germany,1/10/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6429,Germany,1/11/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6430,Germany,1/12/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6431,Germany,1/13/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6432,Germany,1/14/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6433,Germany,1/15/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6434,Germany,1/16/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6435,Germany,1/17/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6436,Germany,1/18/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6437,Germany,1/19/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6438,Germany,1/20/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6439,Germany,1/21/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6440,Germany,1/22/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6441,Germany,1/23/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
6442,Germany,1/24/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,5.56
6443,Germany,1/25/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,5.56
6444,Germany,1/26/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,5.56
6445,Germany,1/27/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,0,5.56
6446,Germany,1/28/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,0,5.56
6447,Germany,1/29/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,0,5.56
6448,Germany,1/30/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,0,5.56
6450,Germany,1/31/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5,0,5.56
6451,Germany,2/1/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,0,5.56
6452,Germany,2/2/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,0,5.56
6453,Germany,2/3/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,0,5.56
6454,Germany,2/4/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,0,5.56
6455,Germany,2/5/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,0,5.56
6456,Germany,2/6/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,0,5.56
6457,Germany,2/7/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,13,0,5.56
6458,Germany,2/8/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,13,0,5.56
6459,Germany,2/9/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,14,0,5.56
6460,Germany,2/10/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,14,0,5.56
6461,Germany,2/11/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,5.56
6462,Germany,2/12/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6463,Germany,2/13/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
